Date,Price,Open,High,Low,Vol.,Change %
09/11/2024,36.14,35.45,36.295,34.885,0.42K,2.44%
09/10/2024,35.28,37.395,37.845,34.895,0.55K,-5.50%
09/09/2024,37.335,36.9,37.475,36.35,0.34K,2.34%
09/06/2024,36.48,37.05,37.535,36.35,0.55K,0.79%
09/05/2024,36.195,35.705,36.71,35.605,0.85K,1.10%
09/04/2024,35.8,36.815,37,35.605,0.57K,-3.75%
09/03/2024,37.195,39.845,39.845,36.99,0.47K,-6.60%
08/30/2024,39.825,38.985,40.235,38.85,0.40K,3.17%
08/29/2024,38.601,38.55,38.985,38.145,0.04K,0.21%
08/28/2024,38.52,39.3,39.3,38.7,0.01K,-0.44%
08/27/2024,38.69,37.475,38.9,37.405,0.19K,2.75%
08/26/2024,37.655,36.775,37.855,36.175,0.11K,2.14%
08/23/2024,36.865,36.975,37.32,36.15,0.53K,0.77%
08/22/2024,36.585,37.225,37.565,36.2,0.54K,-1.15%
08/21/2024,37.01,37.91,38.465,36.905,0.57K,-2.49%
08/20/2024,37.955,39.295,40.075,37.62,0.78K,-4.74%
08/19/2024,39.845,39.265,40.4,39.105,0.74K,0.50%
08/16/2024,39.645,39.69,40.06,39.19,0.63K,0.11%
08/15/2024,39.6,39.095,39.905,38.84,0.68K,1.63%
08/14/2024,38.965,39.57,40.175,38.66,0.85K,-1.30%
08/13/2024,39.48,39.395,40.395,38.795,0.85K,-0.45%
08/12/2024,39.66,39.625,42.86,39.265,1.29K,-1.82%
08/09/2024,40.395,40.035,40.715,39.575,0.84K,0.75%
08/08/2024,40.095,38.62,40.3,38.195,1.07K,4.28%
08/07/2024,38.45,36.755,38.76,35.935,1.00K,4.84%
08/06/2024,36.675,36.25,37.025,36.055,0.43K,3.31%
08/05/2024,35.5,36.77,36.77,34.825,0.71K,-3.14%
08/02/2024,36.65,36.67,37.09,36.07,0.95K,-0.87%
08/01/2024,36.97,36.14,37.02,35.81,0.82K,3.07%
07/31/2024,35.87,35.735,35.95,35.105,0.29K,4.39%
07/30/2024,34.361,33.74,34.3,33.74,0.01K,1.43%
07/29/2024,33.875,33.475,33.93,33.35,0.08K,4.31%
07/26/2024,32.475,32.135,32.78,32.135,0.07K,2.19%
07/25/2024,31.78,32.38,32.38,31.69,0.75K,-2.58%
07/24/2024,32.62,31.525,32.945,31.52,0.66K,3.16%
07/23/2024,31.62,31.62,31.83,31.335,1.12K,-0.69%
07/22/2024,31.84,31.8,31.95,31.195,0.35K,-1.03%
07/19/2024,32.17,32.53,32.53,31.725,0.22K,-1.55%
07/18/2024,32.675,31.84,32.755,31.82,0.20K,2.45%
07/17/2024,31.895,32.905,33.25,31.6,0.75K,-2.74%
07/16/2024,32.795,31.495,33.02,31.495,0.39K,4.54%
07/15/2024,31.37,31.86,31.93,31.075,0.80K,-1.10%
07/12/2024,31.72,31.27,32.285,30.92,0.90K,1.96%
07/11/2024,31.11,30.85,31.405,30.405,0.85K,1.06%
07/10/2024,30.785,31.25,31.695,30.635,1.40K,-1.76%
07/09/2024,31.335,32.175,32.175,30.95,1.05K,-2.94%
07/08/2024,32.285,33.195,33.7,32.05,1.01K,-2.36%
07/05/2024,33.065,32.505,33.8,32.415,0.79K,1.15%
07/03/2024,32.69,33.25,33.39,32.645,1.24K,-2.95%
07/02/2024,33.685,33.525,33.87,33.175,0.67K,0.60%
07/01/2024,33.485,34.5,34.945,33.42,0.21K,-2.89%
06/28/2024,34.48,34.675,34.745,34.05,0.46K,-0.25%
06/27/2024,34.565,34.125,34.25,34.125,0.00K,2.19%
06/26/2024,33.825,35.15,35.15,34.85,0.08K,-2.96%
06/25/2024,34.855,34.325,34.875,34.325,0.17K,2.27%
06/24/2024,34.08,33.8,34.55,33.8,0.21K,0.42%
06/21/2024,33.936,34.4,34.555,33.87,0.52K,-1.53%
06/20/2024,34.465,34.53,35.69,34.25,0.89K,-0.68%
06/18/2024,34.7,34.28,35.05,34.28,0.60K,1.43%
06/17/2024,34.21,35.4,35.4,34.2,0.41K,-3.25%
06/14/2024,35.36,35.375,36.045,34.85,0.41K,-1.02%
06/13/2024,35.725,35.665,36.75,35.56,0.40K,1.22%
06/12/2024,35.295,34.055,36.025,33.93,0.43K,2.95%
06/11/2024,34.285,33.675,35.335,33.58,0.26K,0.07%
06/10/2024,34.26,33.005,34.675,32.43,0.62K,3.48%
06/07/2024,33.109,32.885,33.405,32.815,0.36K,-1.71%
06/06/2024,33.685,33.225,34.15,32.96,0.43K,0.99%
06/05/2024,33.355,33.75,34.38,33.175,1.08K,-1.30%
06/04/2024,33.795,36.075,36.48,33.69,0.93K,-6.16%
06/03/2024,36.015,36.23,38.5,35.695,0.43K,5.24%
05/31/2024,34.223,35.28,35.7,34.13,0.37K,-2.75%
05/30/2024,35.192,33.875,34.545,33.6,0.06K,3.87%
05/29/2024,33.88,34.135,34.3,33.4,0.17K,1.03%
05/28/2024,33.535,34.41,34.8,33.38,0.16K,-1.70%
05/24/2024,34.115,35.6,35.6,33.5,0.76K,-3.16%
05/23/2024,35.23,34.62,36.165,33.855,1.23K,2.44%
05/22/2024,34.39,32.88,34.75,32.83,1.01K,4.20%
05/21/2024,33.005,31.625,33.205,31.33,0.79K,3.89%
05/20/2024,31.77,31.32,32.17,31.245,0.84K,3.25%
05/17/2024,30.769,30.88,31.02,30.25,0.81K,1.72%
05/16/2024,30.25,29.51,30.75,29.51,1.15K,1.73%
05/15/2024,29.735,29.585,30.55,29.5,1.35K,0.22%
05/14/2024,29.67,29.765,30.2,29.33,1.49K,0.30%
05/13/2024,29.58,29.595,29.875,29.165,1.21K,-1.50%
05/10/2024,30.03,30.74,31.565,29.655,1.25K,-2.71%
05/09/2024,30.865,30.835,31.5,30.44,1.09K,0.83%
05/08/2024,30.61,30.585,31.05,30.045,1.37K,-1.46%
05/07/2024,31.065,31.6,32.145,30.565,1.81K,-2.31%
05/06/2024,31.8,30.72,32.175,30.72,1.10K,4.16%
05/03/2024,30.53,30.71,31.78,30.045,1.09K,-1.25%
05/02/2024,30.915,28.525,31.175,28.525,1.62K,7.61%
05/01/2024,28.73,28.7,29.055,28.475,0.79K,-1.34%
04/30/2024,29.12,28.45,29.505,28.45,0.43K,4.02%
04/29/2024,27.994,27.994,27.994,27.994,0.00K,-3.08%
04/26/2024,28.885,29.865,30.265,29.265,0.07K,-2.97%
04/25/2024,29.77,29.645,30.65,29.36,0.09K,2.58%
04/24/2024,29.02,29.12,29.33,28.2,0.23K,2.13%
04/23/2024,28.415,28.965,29.905,28.4,0.17K,-3.05%
04/22/2024,29.31,29.85,30.425,29.075,0.38K,-4.71%
04/19/2024,30.758,33.615,33.715,30.575,0.64K,-4.80%
04/18/2024,32.31,30.98,32.615,30.39,0.70K,3.26%
04/17/2024,31.29,33.7,33.7,31.2,0.54K,-5.58%
04/16/2024,33.14,32.02,33.71,31.845,0.72K,6.41%
04/15/2024,31.145,31.23,31.56,29.85,0.53K,1.34%
04/12/2024,30.732,29.565,30.98,28.95,1.28K,4.62%
04/11/2024,29.375,27.75,29.685,27.645,1.13K,8.39%
04/10/2024,27.1,27.53,27.87,26.825,1.46K,-0.91%
04/09/2024,27.35,27.955,28.57,27.18,0.67K,-2.01%
04/08/2024,27.91,26.495,28.205,26.46,0.90K,4.91%
04/05/2024,26.605,26.56,27.025,26.07,0.46K,1.53%
04/04/2024,26.205,25.685,26.555,25.52,1.35K,2.50%
04/03/2024,25.565,25.7,25.955,25.185,1.77K,-2.44%
04/02/2024,26.205,27.35,27.5,26.045,0.71K,-4.15%
04/01/2024,27.34,27.34,27.34,27.34,,0.00%
03/28/2024,27.34,27.55,28.125,27.195,0.34K,-1.25%
03/27/2024,27.687,27.35,27.35,27.15,0.03K,2.05%
03/26/2024,27.13,27.61,28.105,27.15,0.56K,-4.77%
03/25/2024,28.49,28.825,29.07,28.07,0.13K,2.57%
03/22/2024,27.776,26.525,27.875,26.525,0.40K,5.21%
03/21/2024,26.4,27.045,27.39,26.35,0.29K,-4.83%
03/20/2024,27.74,28.385,28.745,27.415,0.62K,-3.90%
03/19/2024,28.865,28.9,29.675,27.8,0.37K,0.16%
03/18/2024,28.82,28.025,29.15,28.025,0.76K,6.64%
03/15/2024,27.026,26.255,27.295,26,1.15K,3.75%
03/14/2024,26.05,24.675,26.6,24.675,0.51K,4.60%
03/13/2024,24.905,25.1,25.425,24.555,0.24K,0.52%
03/12/2024,24.775,25.01,25.01,24.355,0.30K,-0.62%
03/11/2024,24.93,25.97,26.465,24.76,0.45K,-5.53%
03/08/2024,26.39,26.335,26.79,25.975,0.36K,1.54%
03/07/2024,25.99,26.015,26.925,25.76,0.18K,-2.18%
03/06/2024,26.57,27.065,28.56,26.15,0.29K,-3.28%
03/05/2024,27.47,26.66,28.685,26.66,0.47K,2.18%
03/04/2024,26.885,25.2,27.28,24.87,0.38K,4.17%
03/01/2024,25.809,25.275,25.9,25.125,0.58K,3.80%
02/29/2024,24.865,25.55,25.55,24.795,0.17K,-2.94%
02/28/2024,25.619,25.625,25.65,25.32,0.01K,5.04%
02/27/2024,24.39,23.25,24.75,23.25,0.11K,1.58%
02/26/2024,24.01,23.2,24.2,23.075,0.12K,4.69%
02/23/2024,22.934,22.77,23.45,22.65,0.12K,-1.13%
02/22/2024,23.195,23.975,23.975,22.75,0.35K,-3.25%
02/21/2024,23.975,24.1,24.25,23.655,0.48K,-0.81%
02/20/2024,24.17,24.355,24.69,23.425,0.58K,-2.62%
02/16/2024,24.82,25.2,25.2,24.415,0.45K,-0.58%
02/15/2024,24.965,24.85,25.7,24.805,0.43K,0.44%
02/14/2024,24.855,25.105,25.415,24.555,0.82K,-2.28%
02/13/2024,25.435,26.15,26.495,25.25,0.81K,-1.15%
02/12/2024,25.73,26.18,26.325,25.63,0.52K,-5.11%
02/09/2024,27.115,27.255,27.45,26.65,0.27K,-2.50%
02/08/2024,27.81,28.15,28.505,27.665,0.59K,-1.33%
02/07/2024,28.185,28.225,28.845,28.005,0.28K,-1.47%
02/06/2024,28.605,28.42,29.2,27.8,0.33K,0.94%
02/05/2024,28.34,29.85,29.85,28.08,0.48K,-3.29%
02/02/2024,29.305,28.63,29.54,28.63,1.46K,1.09%
02/01/2024,28.99,30.14,30.715,28.8,1.04K,-4.12%
01/31/2024,30.235,29.49,31.05,29.18,0.20K,2.87%
01/30/2024,29.391,28.05,28.55,28.05,0.09K,4.32%
01/29/2024,28.175,28.54,28.95,28.155,0.21K,0.34%
01/26/2024,28.079,27.14,27.975,26.84,0.06K,1.06%
01/25/2024,27.785,28.8,29.215,27.485,0.12K,-3.96%
01/24/2024,28.93,27.455,29.13,27.445,0.63K,6.26%
01/23/2024,27.225,27.375,27.78,26.725,0.92K,-0.15%
01/22/2024,27.265,27.105,27.8,26.755,0.35K,-4.09%
01/19/2024,28.429,28.6,29.13,28.175,0.29K,1.91%
01/18/2024,27.895,27.675,28.705,27.55,0.38K,0.67%
01/17/2024,27.71,29.135,29.6,27.44,0.22K,-6.56%
01/16/2024,29.655,31.31,31.535,29.32,0.90K,-7.30%
01/12/2024,31.99,31.46,32.2,30.93,1.42K,3.81%
01/11/2024,30.815,30.7,31,30.235,0.41K,-0.40%
01/10/2024,30.94,31.145,31.45,30.325,0.49K,0.98%
01/09/2024,30.64,30.405,31.8,30.23,0.50K,-2.98%
01/08/2024,31.58,33.75,33.95,31.315,1.34K,-8.60%
01/05/2024,34.55,32.46,35.045,32.46,0.48K,3.41%
01/04/2024,33.41,33.575,33.92,32.125,1.12K,1.88%
01/03/2024,32.795,30.485,33.205,30.485,1.72K,7.28%
01/02/2024,30.57,33.395,33.395,30.07,0.32K,-5.50%
12/29/2023,32.35,33.55,34.065,31.635,0.21K,-2.28%
12/28/2023,33.105,34.015,34.015,34.01,1.00K,-6.79%
12/27/2023,35.515,36.875,36.875,35.5,0.63K,3.92%
12/26/2023,34.175,34.175,34.175,34.175,,0.00%
12/22/2023,34.174,34.56,34.665,33.48,0.70K,-0.09%
12/21/2023,34.205,34.27,36.245,33.97,0.66K,2.04%
12/20/2023,33.52,34.56,34.56,32.905,0.69K,2.92%
12/19/2023,32.57,34.33,34.33,32.18,0.58K,-8.31%
12/18/2023,35.52,33.635,37.385,32.465,2.61K,7.02%
12/15/2023,33.19,33.895,34.43,33.01,0.22K,-4.76%
12/14/2023,34.85,36.65,36.65,34.585,0.41K,-2.68%
12/13/2023,35.81,34.675,36.25,34.675,2.34K,3.18%
12/12/2023,34.705,36.43,36.535,34.535,0.85K,-3.92%
12/11/2023,36.12,36.345,37.155,35.95,1.19K,-6.42%
12/08/2023,38.6,41.275,41.65,38.595,0.14K,-3.43%
12/07/2023,39.97,39.8,40.885,39.61,0.08K,1.67%
12/06/2023,39.315,38.995,39.78,38.92,1.32K,3.09%
12/05/2023,38.135,39.455,39.92,37.94,2.35K,-4.91%
12/04/2023,40.105,41.815,41.9,39.905,0.85K,-7.80%
12/01/2023,43.496,42.795,44.12,41.745,1.01K,3.34%
11/30/2023,42.09,40.44,43.03,40.375,1.66K,4.29%
11/29/2023,40.36,41.275,41.275,39.57,0.22K,-5.65%
11/28/2023,42.775,44.095,44.095,42.07,4.86K,-2.75%
11/27/2023,43.985,45.045,45.045,43.74,1.24K,-5.72%
11/24/2023,46.655,46.25,47.18,44.93,0.36K,4.57%
11/22/2023,44.615,44.05,45.13,43.355,0.25K,1.25%
11/21/2023,44.065,46.175,46.175,43.205,1.49K,-3.83%
11/20/2023,45.82,47.035,47.52,45.21,0.85K,1.68%
11/17/2023,45.064,46.1,46.75,44.85,0.29K,-1.71%
11/16/2023,45.85,46.47,47.82,45.485,0.24K,-2.52%
11/15/2023,47.035,48.495,49.38,46.485,0.35K,-1.21%
11/14/2023,47.61,46.895,48,46.065,1.54K,-0.55%
11/13/2023,47.875,45.94,47.995,44.565,0.20K,2.67%
11/10/2023,46.63,47.045,47.355,45.735,0.27K,-3.12%
11/09/2023,48.13,45.01,49.06,45.01,1.56K,5.14%
11/08/2023,45.775,45.75,46.21,45,0.91K,-0.61%
11/07/2023,46.055,45.24,47.05,45.005,2.22K,2.73%
11/06/2023,44.83,47,47,44.695,2.34K,-6.71%
11/03/2023,48.057,49.225,50.37,46.96,2.33K,-1.05%
11/02/2023,48.565,48.175,49.345,46.225,2.26K,1.70%
11/01/2023,47.755,46.59,48.945,46.45,3.92K,-0.52%
10/31/2023,48.005,51.49,51.96,47.65,2.90K,-5.03%
10/30/2023,50.547,54.425,54.425,50.9,0.04K,0.03%
10/27/2023,50.53,51,51.595,49.85,0.23K,-0.55%
10/26/2023,50.81,51,52.2,49.51,2.15K,1.77%
10/25/2023,49.925,50.28,51.105,48.91,0.80K,1.34%
10/24/2023,49.265,50.6,53.025,48.49,2.20K,-3.92%
10/23/2023,51.275,48.23,51.61,48.23,0.19K,0.32%
10/20/2023,51.112,52.845,52.845,49.51,1.69K,1.88%
10/19/2023,50.17,48.93,50.61,46.835,0.58K,-1.31%
10/18/2023,50.835,48.9,51.575,47.65,0.39K,3.97%
10/17/2023,48.895,48.21,49.39,46.405,0.20K,0.89%
10/16/2023,48.465,52.665,52.985,48.26,0.69K,-10.22%
10/13/2023,53.982,53.31,55.67,51.185,0.52K,1.85%
10/12/2023,53,45.795,53.165,45.345,1.73K,15.04%
10/11/2023,46.07,48.685,49.53,45.675,3.01K,-6.84%
10/10/2023,49.455,46.01,49.73,45.23,2.09K,12.51%
10/09/2023,43.955,41.17,44.535,40.62,0.86K,14.97%
10/06/2023,38.231,36,38.515,35.915,2.78K,5.60%
10/05/2023,36.205,37.62,37.62,36.05,1.07K,-5.81%
10/04/2023,38.44,37.6,38.645,36.965,1.34K,3.93%
10/03/2023,36.985,37.89,37.89,35.88,1.98K,-5.97%
10/02/2023,39.335,40.61,40.61,38.555,1.43K,-6.03%
09/29/2023,41.859,43,43,41.23,2.02K,5.34%
09/28/2023,39.736,40.63,41.6,39.5,1.78K,1.12%
09/27/2023,39.295,39,39.8,38.72,0.34K,-2.54%
09/26/2023,40.32,42.85,42.98,39.3,0.83K,-9.27%
09/25/2023,44.44,39.475,44.73,39.475,0.49K,11.68%
09/22/2023,39.791,39.915,41.735,39.455,2.93K,1.75%
09/21/2023,39.105,35.695,39.335,35.695,4.22K,4.88%
09/20/2023,37.285,38.575,39.27,35.675,2.60K,1.37%
09/19/2023,36.78,34.25,37.49,34.05,1.54K,6.69%
09/18/2023,34.475,34.495,35.82,33.95,2.55K,-5.51%
09/15/2023,36.485,35.13,36.71,34.815,2.24K,2.72%
09/14/2023,35.52,37.45,37.72,35.18,2.22K,-3.52%
09/13/2023,36.815,35.27,37.975,35.27,1.87K,6.10%
09/12/2023,34.7,35.13,36.575,34.335,1.24K,-3.21%
09/11/2023,35.85,36.54,37.71,35.605,1.66K,3.88%
09/08/2023,34.51,35.09,36.86,33.985,1.93K,5.36%
09/07/2023,32.755,30.955,33.11,30.57,0.19K,5.41%
09/06/2023,31.075,33.68,34.1,30.8,2.98K,-9.80%
09/05/2023,34.45,36.25,37,32.925,3.02K,-3.28%
09/01/2023,35.617,35.75,37.155,34.315,3.05K,1.68%
08/31/2023,35.03,39,39,34.82,2.85K,-2.67%
08/30/2023,35.992,34.425,36.1,34.425,3.14K,2.26%
08/29/2023,35.195,36.885,36.885,34.805,1.95K,-8.38%
08/28/2023,38.415,35.495,38.48,35.495,0.11K,10.47%
08/25/2023,34.775,34.3,35.7,33.56,0.45K,8.88%
08/24/2023,31.94,33.165,33.48,31.725,0.50K,-13.17%
08/23/2023,36.785,41.65,42.495,36.475,0.72K,-14.27%
08/22/2023,42.91,39.355,44.7,39.355,5.92K,5.22%
08/21/2023,40.78,38.575,40.87,38.48,0.43K,12.00%
08/18/2023,36.41,36.265,37.75,35.685,0.55K,-1.13%
08/17/2023,36.825,37.15,39.325,36.325,0.59K,-2.54%
08/16/2023,37.785,41.83,41.83,37.16,1.42K,-2.65%
08/15/2023,38.815,36.835,40.5,36.2,1.70K,12.72%
08/14/2023,34.435,36.65,36.655,33.725,0.46K,-2.45%
08/11/2023,35.3,37,37.025,35.18,0.67K,-4.74%
08/10/2023,37.055,37.095,39.465,36.59,1.30K,-6.96%
08/09/2023,39.825,33.15,43.245,33.15,0.67K,28.20%
08/08/2023,31.065,29.81,31.695,29.785,0.82K,1.90%
08/07/2023,30.485,29.8,31.07,29.55,1.38K,5.66%
08/04/2023,28.853,29.5,29.785,28.645,1.45K,-5.32%
08/03/2023,30.475,29.875,31.35,29.68,2.08K,6.04%
08/02/2023,28.74,27.3,29.155,27.3,2.30K,5.95%
08/01/2023,27.125,29.115,29.115,26.98,2.04K,-4.37%
07/31/2023,28.365,27.805,28.925,27.17,0.62K,9.77%
07/28/2023,25.841,27.275,27.275,26.05,1.29K,-9.12%
07/27/2023,28.435,29.25,29.45,28.105,0.45K,-2.87%
07/26/2023,29.275,32.78,32.78,29.065,0.64K,-10.34%
07/25/2023,32.65,30.22,32.87,30.22,0.28K,6.86%
07/24/2023,30.555,28.15,30.425,28.15,0.28K,8.49%
07/21/2023,28.164,30,30.53,28.615,0.22K,0.51%
07/20/2023,28.02,25.54,27.915,25.54,0.48K,3.91%
07/19/2023,26.965,27.155,28.13,25.59,0.88K,-0.39%
07/18/2023,27.07,26,27.495,25.265,1.76K,7.85%
07/17/2023,25.1,24.465,25.785,24.465,3.05K,-3.30%
07/14/2023,25.957,27.57,28.7,25.11,1.82K,-2.44%
07/13/2023,26.605,26.885,27.545,26.23,0.37K,-0.13%
07/12/2023,26.64,28.455,28.58,26.32,1.54K,-8.33%
07/11/2023,29.06,29.93,29.93,28.91,0.54K,-3.85%
07/10/2023,30.225,32.83,32.83,29.555,0.77K,-9.72%
07/07/2023,33.478,33.3,33.585,32.705,0.26K,3.49%
07/06/2023,32.35,33.24,33.24,32.3,1.41K,-5.89%
07/05/2023,34.375,33.825,36.11,33.805,0.30K,1.31%
07/03/2023,33.93,37.82,37.82,33.995,0.40K,-8.55%
06/30/2023,37.103,35.195,37.65,35.195,0.13K,5.47%
06/29/2023,35.18,32.3,33.05,32.3,0.04K,3.09%
06/28/2023,34.125,33.8,34.4,33.8,0.03K,-1.10%
06/27/2023,34.505,32.905,32.905,32.35,0.06K,7.91%
06/26/2023,31.975,34.305,34.305,34.155,0.08K,-1.64%
06/23/2023,32.507,32.64,33,32.385,0.27K,-4.66%
06/22/2023,34.095,36.9,36.935,34.055,0.53K,-7.21%
06/21/2023,36.745,36.8,38.96,36.77,2.09K,-5.08%
06/20/2023,38.71,32.65,39.35,31.88,0.31K,10.57%
06/16/2023,35.01,34.55,37.05,32.4,0.10K,-14.91%
06/15/2023,41.145,37.35,43.53,37.35,0.18K,7.40%
06/14/2023,38.31,34.125,40.055,34.125,0.19K,6.27%
06/13/2023,36.05,33.65,35.15,33.65,0.04K,16.16%
06/12/2023,31.035,31.605,32.045,29.4,0.20K,-3.17%
06/09/2023,32.05,27.15,33.015,27.15,0.28K,18.95%
06/08/2023,26.945,26.55,28.5,26.05,0.42K,2.34%
06/07/2023,26.33,25.35,26.99,25.2,0.74K,5.91%
06/06/2023,24.86,28.3,28.3,24.775,0.33K,-12.71%
06/05/2023,28.48,24.25,28.695,24.25,0.08K,20.22%
06/02/2023,23.69,23.75,23.845,23.125,0.30K,2.53%
06/01/2023,23.105,25.2,25.2,23.43,0.20K,-13.95%
05/31/2023,26.85,25.495,27.95,25.495,0.04K,8.79%
05/30/2023,24.681,24.681,24.681,24.681,,0.66%
05/26/2023,24.52,25.435,25.435,23.79,0.10K,-3.65%
05/25/2023,25.45,26.9,26.9,25.29,0.04K,-8.40%
05/24/2023,27.785,28.63,28.63,28.63,0.05K,-4.60%
05/23/2023,29.125,29.125,29.125,29.125,0.04K,-1.97%
05/22/2023,29.71,30.2,30.2,30.2,0.17K,-1.54%
05/19/2023,30.175,30.175,30.175,30.175,,1.31%
05/18/2023,29.785,29.985,29.985,29.975,0.09K,-6.79%
05/17/2023,31.955,32.6,32.6,32.175,0.15K,0.42%
05/16/2023,31.82,32.35,32.93,31.635,0.44K,-1.53%
05/15/2023,32.315,32.305,33.6,32,0.28K,-1.37%
05/12/2023,32.765,33.95,33.95,32.35,0.43K,-6.37%
05/11/2023,34.995,34.9,35.16,34.67,0.43K,0.00%
05/10/2023,34.995,35.7,36,34.74,0.21K,-2.66%
05/09/2023,35.95,36.625,36.91,35.8,0.26K,-2.51%
05/08/2023,36.875,36.85,37.25,36.85,0.03K,0.82%
05/05/2023,36.575,35.925,36.79,35.925,0.34K,2.58%
05/04/2023,35.655,36.95,36.95,35.7,0.45K,-3.06%
05/03/2023,36.78,37.495,37.495,36.4,0.41K,-2.00%
05/02/2023,37.53,37.86,38.05,37.275,0.24K,-3.36%
05/01/2023,38.835,38.835,38.835,38.835,0.01K,0.77%
04/28/2023,38.54,39.8,39.8,38.3,0.00K,-1.28%
04/27/2023,39.039,39.039,39.039,39.039,0.02K,1.27%
04/26/2023,38.55,38.55,38.55,38.55,,-3.23%
04/25/2023,39.835,39.835,39.835,39.835,,-0.23%
04/24/2023,39.925,39.925,39.925,39.925,,-0.60%
04/21/2023,40.165,40.65,41.15,39.95,0.03K,-0.99%
04/20/2023,40.565,40.4,41.02,40.4,0.33K,0.66%
04/19/2023,40.3,42.425,42.425,39.805,0.21K,-5.66%
04/18/2023,42.72,41.505,42.99,41.505,0.14K,3.88%
04/17/2023,41.125,42.185,42.185,41.05,0.27K,-0.06%
04/14/2023,41.15,41.05,41.88,41.05,0.28K,-2.24%
04/13/2023,42.095,42.6,42.605,41.945,0.16K,-1.83%
04/12/2023,42.88,43.295,43.9,42.94,0.09K,-1.85%
04/11/2023,43.69,43.1,44.365,42.425,0.09K,1.31%
04/10/2023,43.125,43.125,43.125,43.125,,0.00%
04/06/2023,43.125,43.765,44,42.895,0.07K,-3.25%
04/05/2023,44.575,46.6,47.2,44.4,0.11K,-4.28%
04/04/2023,46.57,48.945,48.945,45.825,0.13K,-9.34%
04/03/2023,51.365,49.9,51.835,49.9,0.08K,7.36%
03/31/2023,47.845,44.95,44.95,44.95,0.01K,9.71%
03/30/2023,43.609,43.609,43.609,43.609,0.00K,1.88%
03/29/2023,42.805,42.805,42.805,42.805,,0.13%
03/28/2023,42.75,42.83,42.83,42.83,0.01K,0.52%
03/27/2023,42.53,42.53,42.53,42.53,,3.49%
03/24/2023,41.095,41.75,41.75,41.75,0.01K,-4.84%
03/23/2023,43.185,42.6,43.81,42.245,0.19K,8.03%
03/22/2023,39.975,41.55,41.55,39.945,0.11K,-5.72%
03/21/2023,42.4,38.985,41.5,38.985,0.05K,7.82%
03/20/2023,39.325,40.1,40.7,38.855,0.07K,-8.24%
03/17/2023,42.855,43.8,44,42.32,0.14K,-3.35%
03/16/2023,44.34,42,44.65,42,0.04K,3.34%
03/15/2023,42.905,43.85,43.9,42.65,0.02K,-2.90%
03/14/2023,44.185,46.75,46.75,44.545,0.14K,-10.89%
03/13/2023,49.585,49.25,51.825,48.8,0.04K,-6.19%
03/10/2023,52.855,48,54.23,45.3,0.03K,21.23%
03/09/2023,43.6,41.15,41.15,41.15,0.00K,2.98%
03/08/2023,42.34,44.6,44.6,44.6,0.03K,-2.37%
03/07/2023,43.37,42.8,43.65,42.8,0.02K,2.89%
03/06/2023,42.15,43.3,43.3,41.7,0.01K,-6.29%
03/03/2023,44.98,45.65,46.285,45.075,0.01K,-3.92%
03/02/2023,46.815,47.5,47.5,47.3,0.00K,-0.57%
