Date,Price,Open,High,Low,Vol.,Change %
03/01/2023,47.085,47.25,48.2,47,0.01K,0.90%
02/28/2023,46.665,48,48,46.7,0.00K,-1.34%
02/27/2023,47.299,47.299,47.299,47.299,,-7.28%
02/24/2023,51.015,51.015,51.015,51.015,,0.46%
02/23/2023,50.78,50.78,50.78,50.78,,0.42%
02/22/2023,50.57,50.57,50.57,50.57,,4.18%
02/21/2023,48.54,50.8,50.8,50.8,0.00K,-1.03%
02/17/2023,49.045,49.7,49.7,49.5,0.00K,-5.70%
02/16/2023,52.01,54,54,54,0.01K,-4.94%
02/15/2023,54.715,54.2,54.2,54.2,0.00K,4.45%
02/14/2023,52.385,52,52,52,0.00K,1.32%
02/13/2023,51.705,51.705,51.705,51.705,,-4.15%
02/10/2023,53.945,53.25,53.25,53.25,0.00K,2.29%
02/09/2023,52.735,52.735,52.735,52.735,,-1.77%
02/08/2023,53.685,53.685,53.685,53.685,,-3.10%
02/07/2023,55.405,57.4,57.7,55.5,0.01K,-4.65%
02/06/2023,58.11,58.11,58.11,58.11,,0.38%
02/03/2023,57.89,58,59.2,57.9,0.01K,1.49%
02/02/2023,57.04,57.1,57.1,56.7,0.00K,-4.17%
02/01/2023,59.525,57.4,58.2,57.4,0.00K,3.79%
01/31/2023,57.35,60.2,60.2,57.4,0.01K,3.98%
01/30/2023,55.156,56.85,56.85,55.5,0.01K,-0.49%
01/27/2023,55.425,53.5,53.5,53,0.01K,1.11%
01/26/2023,54.815,56.6,56.6,56.6,0.00K,-3.26%
01/25/2023,56.66,57.25,57.25,56.6,0.00K,-2.76%
01/24/2023,58.27,58.27,58.27,58.27,,-11.71%
01/23/2023,66,65.2,65.2,64.6,0.00K,-1.35%
01/20/2023,66.9,66.5,66.5,66.5,0.00K,10.19%
01/19/2023,60.715,60.3,61.1,60.3,0.02K,-1.61%
01/18/2023,61.71,60,62.2,60,0.01K,2.75%
01/17/2023,60.06,65,65,54.5,0.01K,-7.33%
01/13/2023,64.81,66.3,66.3,62.8,0.01K,-2.99%
01/12/2023,66.81,69.6,69.6,67.6,0.01K,2.24%
01/11/2023,65.345,67.595,67.595,65.5,0.01K,-6.74%
01/10/2023,70.07,73,76,70.2,0.02K,-5.69%
01/09/2023,74.3,71.05,75.4,70.1,0.01K,6.85%
01/06/2023,69.535,72,76,68,0.01K,-3.98%
01/05/2023,72.42,72.42,72.42,72.42,,11.38%
01/04/2023,65.02,65.02,65.02,65.02,,-10.09%
01/03/2023,72.315,72.315,72.315,72.315,,-5.24%
12/30/2022,76.315,76.315,76.315,76.315,,-8.96%
12/29/2022,83.83,83.83,83.83,83.83,,3.05%
12/28/2022,81.35,81.35,81.35,81.35,,1.63%
12/27/2022,80.045,80.045,80.045,80.045,,-3.53%
12/23/2022,82.975,82.975,82.975,82.975,,-9.75%
12/22/2022,91.94,91.94,91.94,91.94,,-5.94%
12/21/2022,97.75,97.75,97.75,97.75,,-7.51%
12/20/2022,105.69,105.69,105.69,105.69,,-2.63%
12/19/2022,108.545,108.545,108.545,108.545,,-5.98%
12/16/2022,115.45,115.45,115.45,115.45,,-14.33%
12/15/2022,134.765,134.765,134.765,134.765,,2.48%
12/14/2022,131.51,131.51,131.51,131.51,,-4.38%
12/13/2022,137.53,137.53,137.53,137.53,,0.69%
12/12/2022,136.59,136.59,136.59,136.59,,-1.82%
12/09/2022,139.115,139.115,139.115,139.115,,0.16%
12/08/2022,138.895,138.895,138.895,138.895,,-6.93%
12/07/2022,149.245,149.245,149.245,149.245,,7.77%
12/06/2022,138.49,138.49,138.49,138.49,,2.81%
12/05/2022,134.7,134.7,134.7,134.7,,-0.63%
12/02/2022,135.56,135.56,135.56,135.56,,-2.66%
12/01/2022,139.26,139.26,139.26,139.26,,-4.87%
11/30/2022,146.395,146.395,146.395,146.395,,10.67%
11/29/2022,132.286,132.286,132.286,132.286,,7.31%
11/28/2022,123.28,123.28,123.28,123.28,,-0.88%
11/25/2022,124.37,124.37,124.37,124.37,,-4.05%
11/23/2022,129.62,129.62,129.62,129.62,,8.34%
11/22/2022,119.64,119.64,119.64,119.64,,3.02%
11/21/2022,116.13,116.13,116.13,116.13,,0.54%
11/18/2022,115.51,115.51,115.51,115.51,,2.63%
11/17/2022,112.555,112.555,112.555,112.555,,-1.18%
11/16/2022,113.9,113.9,113.9,113.9,,-8.22%
11/15/2022,124.105,124.105,124.105,124.105,,9.15%
11/14/2022,113.705,113.705,113.705,113.705,,16.20%
11/11/2022,97.855,97.855,97.855,97.855,,-13.75%
11/10/2022,113.45,113.45,113.45,113.45,,0.27%
11/09/2022,113.145,113.145,113.145,113.145,,-4.23%
11/08/2022,118.145,118.145,118.145,118.145,,7.71%
11/07/2022,109.685,109.685,109.685,109.685,,-4.44%
11/04/2022,114.785,114.785,114.785,114.785,,-8.50%
11/03/2022,125.445,125.445,125.445,125.445,,-0.33%
11/02/2022,125.865,125.865,125.865,125.865,,8.32%
11/01/2022,116.195,116.195,116.195,116.195,,-5.80%
10/31/2022,123.35,123.35,123.35,123.35,,9.89%
10/28/2022,112.244,112.244,112.244,112.244,,4.52%
10/27/2022,107.385,107.385,107.385,107.385,,2.94%
10/26/2022,104.32,104.32,104.32,104.32,,4.53%
10/25/2022,99.795,99.795,99.795,99.795,,0.63%
10/24/2022,99.17,99.17,99.17,99.17,,-12.68%
10/21/2022,113.575,113.575,113.575,113.575,,-10.67%
10/20/2022,127.145,127.145,127.145,127.145,,13.01%
10/19/2022,112.51,112.51,112.51,112.51,,-0.63%
10/18/2022,113.22,113.22,113.22,113.22,,-11.53%
10/17/2022,127.98,127.98,127.98,127.98,,-9.87%
10/14/2022,141.995,141.995,141.995,141.995,,-7.68%
10/13/2022,153.81,153.81,153.81,153.81,,-3.98%
10/12/2022,160.19,160.19,160.19,160.19,,2.18%
10/11/2022,156.78,156.78,156.78,156.78,,1.73%
10/10/2022,154.12,154.12,154.12,154.12,,-1.33%
10/07/2022,156.205,156.205,156.205,156.205,,-11.10%
10/06/2022,175.71,175.71,175.71,175.71,,1.16%
10/05/2022,173.695,173.695,173.695,173.695,,7.25%
10/04/2022,161.95,161.95,161.95,161.95,,-4.68%
10/03/2022,169.91,169.91,169.91,169.91,,-10.01%
09/30/2022,188.8,188.8,188.8,188.8,,0.60%
09/29/2022,187.665,187.665,187.665,187.665,,-9.42%
09/28/2022,207.185,207.185,207.185,207.185,,11.33%
09/27/2022,186.1,186.1,186.1,186.1,,7.06%
09/26/2022,173.835,173.835,173.835,173.835,,-6.29%
09/23/2022,185.495,185.495,185.495,185.495,,-1.05%
09/22/2022,187.47,187.47,187.47,187.47,,-1.22%
09/21/2022,189.78,189.78,189.78,189.78,,-2.31%
09/20/2022,194.26,194.26,194.26,194.26,,6.58%
09/19/2022,182.26,182.26,182.26,182.26,,-2.95%
09/16/2022,187.795,187.795,187.795,187.795,,-12.36%
09/15/2022,214.285,214.285,214.285,214.285,0.01K,-1.65%
09/14/2022,217.88,217.88,217.88,217.88,,9.70%
09/13/2022,198.61,198.61,198.61,198.61,,4.21%
09/12/2022,190.59,190.59,190.59,190.59,,-7.97%
09/09/2022,207.09,207.09,207.09,207.09,,-6.10%
09/08/2022,220.54,220.54,220.54,220.54,,3.11%
09/07/2022,213.885,213.885,213.885,213.885,,-10.82%
09/06/2022,239.84,239.84,239.84,239.84,,11.73%
09/02/2022,214.665,214.665,214.665,214.665,,-11.66%
09/01/2022,243.005,243.005,243.005,243.005,,1.29%
08/31/2022,239.905,239.905,239.905,239.905,,-5.15%
08/30/2022,252.937,252.937,252.937,252.937,,-7.21%
08/29/2022,272.605,272.605,272.605,272.605,,-19.63%
08/26/2022,339.195,339.195,339.195,339.195,,5.53%
08/25/2022,321.415,321.415,321.415,321.415,,10.02%
08/24/2022,292.15,292.15,292.15,292.15,,8.59%
08/23/2022,269.05,269.05,269.05,269.05,,-2.78%
08/22/2022,276.75,276.75,276.75,276.75,,13.17%
08/19/2022,244.55,244.55,244.55,244.55,,1.47%
08/18/2022,241.005,241.005,241.005,241.005,,6.72%
08/17/2022,225.835,225.835,225.835,225.835,,-0.04%
08/16/2022,225.915,225.915,225.915,225.915,,2.64%
08/15/2022,220.11,220.11,220.11,220.11,,6.79%
08/12/2022,206.11,206.11,206.11,206.11,,-0.96%
08/11/2022,208.11,208.11,208.11,208.11,,1.34%
08/10/2022,205.365,205.365,205.365,205.365,,6.86%
08/09/2022,192.185,192.185,192.185,192.185,,-0.45%
08/08/2022,193.055,193.055,193.055,193.055,,-1.66%
08/05/2022,196.32,196.32,196.32,196.32,,-1.47%
08/04/2022,199.25,199.25,199.25,199.25,,0.03%
08/03/2022,199.195,199.195,199.195,199.195,,-2.91%
08/02/2022,205.175,205.175,205.175,205.175,,2.18%
08/01/2022,200.795,200.795,200.795,200.795,,5.18%
07/29/2022,190.915,190.915,190.915,190.915,,-4.03%
07/28/2022,198.93,198.93,198.93,198.93,,-3.07%
07/27/2022,205.225,205.225,205.225,205.225,,2.65%
07/26/2022,199.92,199.92,199.92,199.92,,13.20%
07/25/2022,176.615,176.615,176.615,176.615,,10.48%
07/22/2022,159.865,159.865,159.865,159.865,,2.74%
07/21/2022,155.6,155.6,155.6,155.6,,0.36%
07/20/2022,155.04,155.04,155.04,155.04,,0.38%
07/19/2022,154.455,154.455,154.455,154.455,,-1.78%
07/18/2022,157.26,157.26,157.26,157.26,,-1.44%
07/15/2022,159.565,159.565,159.565,159.565,,-8.84%
07/14/2022,175.035,175.035,175.035,175.035,,-3.03%
07/13/2022,180.505,180.505,180.505,180.505,,4.57%
07/12/2022,172.61,172.61,172.61,172.61,,4.92%
07/11/2022,164.52,164.52,164.52,164.52,,-6.10%
07/08/2022,175.21,175.21,175.21,175.21,,-4.35%
07/07/2022,183.185,183.185,183.185,183.185,,7.13%
07/06/2022,171,171,171,171,,3.59%
07/05/2022,165.075,165.075,165.075,165.075,,11.70%
07/01/2022,147.785,147.785,147.785,147.785,,2.26%
06/30/2022,144.515,144.515,144.515,144.515,,3.53%
06/29/2022,139.588,139.588,139.588,139.588,,8.06%
06/28/2022,129.175,129.175,129.175,129.175,,-0.22%
06/27/2022,129.46,129.46,129.46,129.46,,0.74%
06/24/2022,128.505,128.505,128.505,128.505,,-3.63%
06/23/2022,133.345,133.345,133.345,133.345,,4.86%
06/22/2022,127.17,127.17,127.17,127.17,,1.28%
06/21/2022,125.56,125.56,125.56,125.56,,6.64%
06/17/2022,117.74,117.74,117.74,117.74,,-5.33%
06/16/2022,124.365,124.365,124.365,124.365,,3.35%
06/15/2022,120.33,120.33,120.33,120.33,,24.00%
06/14/2022,97.04,97.04,97.04,97.04,,16.35%
06/13/2022,83.4,83.4,83.4,83.4,,1.13%
06/10/2022,82.465,82.465,82.465,82.465,,-2.85%
06/09/2022,84.88,84.88,84.88,84.88,,6.90%
06/08/2022,79.405,79.405,79.405,79.405,,-0.26%
06/07/2022,79.61,80.41,81.02,80.41,0.01K,-3.57%
06/06/2022,82.56,83.005,83.005,83.005,0.02K,-0.65%
06/03/2022,83.1,83.1,83.1,83.1,,-1.01%
06/02/2022,83.945,83.945,83.945,83.945,,-1.88%
06/01/2022,85.55,85.55,85.55,85.55,,-8.99%
05/31/2022,94.005,94.005,94.005,94.005,,8.21%
05/27/2022,86.875,86.25,86.25,86.25,0.01K,1.05%
05/26/2022,85.97,85.97,85.97,85.97,,-2.40%
05/25/2022,88.08,85.625,86.125,84.84,0.05K,4.23%
05/24/2022,84.505,86.875,86.875,86.875,0.01K,1.46%
05/23/2022,83.29,85.22,85.22,85.22,0.01K,-5.24%
05/20/2022,87.9,87.9,87.9,87.9,,-3.43%
05/19/2022,91.025,91.025,91.025,91.025,,-3.72%
05/18/2022,94.54,96.475,96.475,96.475,0.01K,0.39%
05/17/2022,94.175,94.175,94.175,94.175,,1.42%
05/16/2022,92.86,92.86,92.86,92.86,,-4.15%
05/13/2022,96.88,96.88,96.88,96.88,,-9.20%
05/12/2022,106.7,106.7,106.7,106.7,,13.50%
05/11/2022,94.01,94.01,94.01,94.01,,-4.85%
05/10/2022,98.8,98.8,98.8,98.8,,5.35%
05/09/2022,93.785,96.315,96.315,95,0.05K,-7.79%
05/06/2022,101.71,101.71,101.71,101.71,,-4.51%
05/05/2022,106.51,106.51,106.51,106.51,,2.59%
05/04/2022,103.82,103.82,103.82,103.82,,4.42%
05/03/2022,99.425,99.425,99.425,99.425,,2.45%
05/02/2022,97.05,97.05,97.05,97.05,,-2.41%
04/29/2022,99.45,99.45,99.45,99.45,,-0.69%
04/28/2022,100.142,100.142,100.142,100.142,,-6.78%
04/27/2022,107.425,107.425,107.425,107.425,,4.08%
04/26/2022,103.21,103.21,103.21,103.21,,11.18%
04/25/2022,92.835,92.835,92.835,92.835,,-2.15%
04/22/2022,94.875,94.875,94.875,94.875,,-5.18%
04/21/2022,100.06,100.06,100.06,100.06,,6.19%
04/20/2022,94.23,96.75,96.75,96.75,0.00K,0.49%
04/19/2022,93.77,93.77,93.77,93.77,,-1.93%
04/18/2022,95.62,95.62,95.62,95.62,,0.00%
04/14/2022,95.62,95.62,95.62,95.62,,-9.21%
04/13/2022,105.325,105.325,105.325,105.325,,3.04%
04/12/2022,102.22,103.75,103.75,103.75,0.00K,2.08%
04/11/2022,100.135,100.135,100.135,100.135,,-3.61%
04/08/2022,103.88,103.88,103.88,103.88,,-0.66%
04/07/2022,104.565,104.565,104.565,104.565,,-2.08%
04/06/2022,106.79,106.79,106.79,106.79,,-1.63%
04/05/2022,108.565,108.14,108.14,108.14,0.00K,-0.88%
04/04/2022,109.525,109.525,109.525,109.525,0.01K,-2.34%
04/01/2022,112.15,114.75,114.75,114.75,0.03K,-10.92%
03/31/2022,125.905,125.905,125.905,125.905,,5.83%
03/30/2022,118.97,118.97,118.97,118.97,,9.77%
03/29/2022,108.38,108.38,108.38,108.38,0.38K,5.69%
03/28/2022,102.545,97.6,97.6,97.6,0.00K,1.26%
03/25/2022,101.27,101.27,101.27,101.27,0.04K,-9.26%
03/24/2022,111.61,116,116,116,0.03K,-4.61%
03/23/2022,117,117,117,117,,18.49%
03/22/2022,98.745,98.745,98.745,98.745,0.01K,2.54%
03/21/2022,96.302,98.72,98.72,98.72,0.01K,-8.32%
03/18/2022,105.045,105.045,105.045,105.045,0.01K,-0.04%
03/17/2022,105.09,110.5,110.5,105.25,0.02K,2.40%
03/16/2022,102.625,102.625,102.625,102.625,,-11.10%
03/15/2022,115.44,121.69,121.69,121.69,0.00K,0.80%
03/14/2022,114.52,114.52,114.52,114.52,0.00K,-12.73%
03/11/2022,131.23,131.23,131.23,131.23,,3.82%
03/10/2022,126.4,126.4,126.4,126.4,,-18.91%
03/09/2022,155.88,155.88,155.88,155.88,,-27.35%
03/08/2022,214.555,214.555,214.555,214.555,,-5.57%
03/07/2022,227.2,227.2,227.2,227.2,0.01K,18.00%
03/04/2022,192.55,192.55,192.55,192.55,0.02K,19.73%
03/03/2022,160.825,148,148,147.49,0.01K,-2.85%
03/02/2022,165.545,165.545,165.545,165.545,0.00K,36.06%
03/01/2022,121.675,103.665,119.27,103.665,0.43K,23.41%
02/28/2022,98.595,116.49,116.49,104.47,0.03K,4.42%
02/25/2022,94.422,94.422,94.422,94.422,0.10K,-29.70%
02/24/2022,134.315,106.1,135,106.1,0.00K,51.10%
02/23/2022,88.89,83.175,88,83.175,0.04K,11.40%
02/22/2022,79.79,71.525,80.345,71.525,0.37K,8.18%
02/18/2022,73.76,72.975,73.9,70.57,0.05K,-1.54%
02/17/2022,74.915,73.35,75.15,71.34,0.05K,7.34%
02/16/2022,69.795,69.095,71,68.97,0.10K,-1.59%
02/15/2022,70.92,76.06,76.17,68.515,0.13K,-12.20%
02/14/2022,80.77,83.6,83.6,79.695,0.30K,4.32%
02/11/2022,77.425,73.415,76.4,73.305,0.17K,4.13%
02/10/2022,74.355,74.03,74.68,72.47,0.15K,-0.08%
02/09/2022,74.415,76.695,76.695,73.835,0.07K,-3.73%
02/08/2022,77.3,81.48,82,75.48,0.32K,-2.88%
02/07/2022,79.595,78.8,79.74,77.85,0.07K,-3.70%
02/04/2022,82.65,81.47,82.45,81.47,0.10K,3.02%
02/03/2022,80.225,79.6,80.1,77.01,0.33K,3.72%
02/02/2022,77.35,77.15,79.1,76.29,0.38K,1.56%
02/01/2022,76.165,78.3,78.38,74.8,0.48K,-10.04%
01/31/2022,84.67,84.85,84.85,84.85,0.00K,-8.03%
01/28/2022,92.062,92.062,92.062,92.062,0.06K,-0.26%
01/27/2022,92.3,92.25,92.9,90.31,0.33K,0.51%
01/26/2022,91.835,89.395,92.445,89.395,0.07K,-1.86%
01/25/2022,93.58,92.385,95.51,92.385,0.05K,0.62%
01/24/2022,93,88.605,93.6,88.605,0.07K,17.75%
01/21/2022,78.98,74.765,81.815,74.765,0.05K,5.02%
01/20/2022,75.205,71,75.59,71,0.05K,-0.52%
01/19/2022,75.6,73.95,76.5,71.42,0.05K,-3.49%
01/18/2022,78.335,83.275,84.6,74.89,0.13K,-9.93%
01/14/2022,86.97,89,91.8,85.7,0.12K,1.77%
01/13/2022,85.46,72,85.98,72,0.14K,13.71%
01/12/2022,75.155,82.25,82.25,73.4,0.09K,-4.55%
01/11/2022,78.735,81.225,82.05,80,0.04K,-6.94%
01/10/2022,84.605,86.5,90.4,84.46,0.07K,-4.05%
01/07/2022,88.175,95.8,96.27,86.58,0.03K,-8.63%
01/06/2022,96.5,95.265,97.02,93.3,0.07K,5.44%
01/05/2022,91.52,95.7,95.7,88.385,0.14K,3.13%
01/04/2022,88.74,85,96.625,85,0.31K,10.33%
01/03/2022,80.435,80.435,80.435,80.435,,14.34%
12/31/2021,70.345,82,82,67.365,0.08K,-19.17%
12/30/2021,87.027,94.35,94.35,88.05,0.09K,-9.79%
12/29/2021,96.475,99,104.6,99,0.07K,-9.49%
12/28/2021,106.59,106.59,106.59,106.59,0.00K,-0.29%
12/27/2021,106.895,100,105.5,100,0.01K,-19.37%
12/23/2021,132.58,158.3,158.3,129.36,0.08K,-23.31%
12/22/2021,172.875,174.3,176.655,172.72,0.04K,-4.10%
12/21/2021,180.265,157.7,174.8,157.7,0.51K,22.69%
12/20/2021,146.925,140.82,148.505,139.4,0.41K,7.31%
12/17/2021,136.915,124.5,139.5,124.5,0.68K,-4.10%
12/16/2021,142.765,128.71,143,126.19,0.85K,7.92%
12/15/2021,132.285,131.1,132.405,120.6,1.02K,3.11%
12/14/2021,128.3,118.95,129.065,116.775,0.64K,10.52%
12/13/2021,116.085,115.4,118.625,112.44,0.47K,9.75%
12/10/2021,105.775,101.605,107.75,100.83,0.24K,5.31%
12/09/2021,100.445,98.5,104.35,97.17,0.42K,-1.04%
12/08/2021,101.5,98.6,103.835,98.6,0.36K,5.86%
12/07/2021,95.885,95,95.88,94.595,0.24K,6.62%
12/06/2021,89.93,86.6,90.275,86.6,0.09K,0.50%
12/03/2021,89.48,91.59,92.05,89.62,0.09K,-5.64%
12/02/2021,94.83,91.6,92.46,89.2,0.17K,-0.88%
12/01/2021,95.675,92.6,95.1,92.6,0.29K,3.42%
11/30/2021,92.515,98,98,95.015,0.03K,-0.68%
11/29/2021,93.146,94.25,94.25,92.45,0.22K,6.12%
11/26/2021,87.772,92.45,94.4,87.75,0.08K,-6.61%
11/24/2021,93.985,93.85,93.85,93.85,0.01K,3.37%
11/23/2021,90.925,86.95,91.4,86.95,0.04K,8.22%
11/22/2021,84.015,84.25,86.02,81.95,0.06K,-3.57%
11/19/2021,87.125,91.125,91.125,86,0.01K,-8.45%
11/18/2021,95.165,93.6,95.3,91.365,0.04K,0.17%
11/17/2021,95.005,97.99,99.85,95.085,0.05K,0.87%
11/16/2021,94.19,84.38,91.49,84.38,0.06K,17.82%
11/15/2021,79.945,78.295,82.095,78.285,0.05K,5.64%
11/12/2021,75.675,77.77,77.77,74.06,0.03K,1.18%
11/11/2021,74.79,72,75.1,72,0.01K,6.65%
11/10/2021,70.125,66.71,70.37,64.505,0.06K,-3.39%
11/09/2021,72.585,76.5,76.9,74.005,0.03K,-8.21%
11/08/2021,79.075,80.77,80.77,77.005,0.05K,6.82%
11/05/2021,74.025,73.16,74.64,73.03,0.08K,0.89%
11/04/2021,73.375,77.525,77.525,72.815,0.06K,-4.14%
11/03/2021,76.54,73.52,80.045,73.52,0.07K,13.22%
11/02/2021,67.605,65.175,70.665,62.84,0.06K,3.02%
11/01/2021,65.62,63.59,65.75,63.59,0.01K,1.16%
10/29/2021,64.865,72.62,72.62,70,0.02K,-15.79%
10/28/2021,77.032,78,80.6,78,0.03K,-11.27%
10/27/2021,86.82,86.3,86.95,86,0.05K,-1.89%
10/26/2021,88.495,90.15,90.2,87.8,0.06K,-0.17%
10/25/2021,88.645,91,91,88,0.06K,1.49%
10/22/2021,87.34,88.61,88.7,87,0.09K,-1.27%
10/21/2021,88.465,90.645,90.66,87.815,0.04K,-5.33%
10/20/2021,93.45,94.395,94.395,92.75,0.02K,3.91%
10/19/2021,89.93,92.15,93.935,89.425,0.06K,-4.26%
10/18/2021,93.935,89.35,100.4,89.35,0.04K,0.30%
10/15/2021,93.65,104,104,92.57,0.15K,-8.34%
10/14/2021,102.17,102.15,102.255,96.73,0.08K,9.14%
10/13/2021,93.615,91.375,94.61,90.29,0.24K,9.24%
10/12/2021,85.7,86.31,87.395,85,0.60K,0.57%
10/11/2021,85.215,92,92.135,83.5,0.23K,-2.73%
10/08/2021,87.605,95,95.675,83.7,0.15K,-9.30%
10/07/2021,96.585,89.26,109.47,89.26,0.08K,-10.73%
10/06/2021,108.19,131.025,132.93,101.555,0.18K,-6.75%
10/05/2021,116.02,95,105.61,83.62,0.17K,20.04%
10/04/2021,96.65,96.4,99.76,94.235,0.17K,3.23%
10/01/2021,93.625,94.665,97.59,93.105,0.20K,-4.24%
09/30/2021,97.775,94.92,96.3,93.18,0.05K,12.89%
09/29/2021,86.609,86.5,86.5,86.5,0.08K,10.24%
09/28/2021,78.565,83,84.15,78.95,0.08K,2.69%
09/27/2021,76.505,75,76.97,75,0.28K,8.92%
09/24/2021,70.24,68.3,70.89,68.255,0.35K,0.80%
09/23/2021,69.685,68,70.71,68,0.61K,-2.80%
09/22/2021,71.69,70.1,72.655,69.925,0.71K,-2.83%
09/21/2021,73.78,72.525,75.105,71.25,0.36K,-2.04%
09/20/2021,75.315,65.725,75.38,69.805,0.35K,15.69%
09/17/2021,65.103,66.75,66.775,62.85,0.38K,2.93%
09/16/2021,63.25,68.535,68.535,60.76,0.34K,-10.54%
09/15/2021,70.705,71.925,77.275,69.725,0.62K,7.51%
09/14/2021,65.765,64.55,66.395,64.55,1.13K,7.32%
09/13/2021,61.28,59.35,62.25,59.35,1.02K,5.81%
09/10/2021,57.916,56,57.995,55.775,1.18K,2.36%
09/09/2021,56.58,55.6,57.23,54.73,1.06K,2.33%
09/08/2021,55.29,54.175,55.575,53.56,1.43K,2.56%
09/07/2021,53.91,53.075,54.185,51.285,2.16K,4.67%
09/03/2021,51.505,51.8,52.55,51.29,1.29K,-0.79%
09/02/2021,51.915,50.985,52.595,49.715,1.32K,3.35%
09/01/2021,50.23,52.25,52.9,49.6,2.05K,-0.22%
08/31/2021,50.34,48.58,50.47,48.58,0.20K,1.33%
08/30/2021,49.68,48.85,49.43,48.7,0.09K,3.92%
08/27/2021,47.806,47.806,47.806,47.806,,4.40%
08/26/2021,45.79,44.215,45.845,44.2,0.32K,1.12%
08/25/2021,45.285,45.83,46.13,44.775,1.00K,0.92%
08/24/2021,44.87,43.625,45.07,43.625,0.16K,7.65%
08/23/2021,41.68,42.275,43.535,40.61,0.59K,-0.63%
08/20/2021,41.944,41.57,42.625,40.9,0.52K,3.83%
08/19/2021,40.395,44.375,44.48,40.1,0.80K,-10.99%
08/18/2021,45.385,46.395,47.525,42.795,0.63K,-3.33%
08/17/2021,46.95,46.855,47.975,46.675,0.52K,-2.17%
08/16/2021,47.99,46.25,48.215,46.25,0.42K,7.53%
08/13/2021,44.63,44.415,45.4,44.375,0.76K,-2.70%
08/12/2021,45.87,46.15,46.525,45.325,0.77K,-0.25%
08/11/2021,45.985,44.975,46.525,44.575,0.52K,2.98%
08/10/2021,44.655,44.39,45.025,44.215,0.89K,4.37%
08/09/2021,42.785,43.095,43.57,42.45,1.22K,-0.78%
08/06/2021,43.12,43.9,44.57,42.675,1.14K,0.51%
